study,Key,Item_Type,Publication_Year,Author,Title,Publication_Title,ISSN,DOI,abstract_note,date,pages,journal_abbreviation,library_catalog,extra,link,automatic_tags,cites
ROS,RT4G4KXX,journalArticle,2016,"Valenca, Guilherme T.; Srivastava, Gyan P.; Oliveira-Filho, Jamary; White, Charles C.; Yu, Lei; Schneider, Julie A.; Buchman, Aron S.; Shulman, Joshua M.; Bennett, David A.; De Jager, Philip L.",The Role of MAPT Haplotype H2 and Isoform 1N/4R in Parkinsonism of Older Adults,PloS One,1932-6203,10.1371/journal.pone.0157452,"BACKGROUND AND OBJECTIVE: Recently, we have shown that the Parkinson's disease (PD) susceptibility locus MAPT (microtubule associated protein tau) is associated with parkinsonism in older adults without a clinical diagnosis of PD. In this study, we investigated the relationship between parkinsonian signs and MAPT transcripts by assessing the effect of MAPT haplotypes on alternative splicing and expression levels of the most common isoforms in two prospective clinicopathologic studies of aging. MATERIALS AND METHODS: using regression analysis, controlling for age, sex, study and neuropathology, we evaluated 976 subjects with clinical, genotyping and brain pathology data for haplotype analysis. For transcript analysis, we obtained MAPT gene and isoform-level expression from the dorsolateral prefrontal cortex for 505 of these subjects. RESULTS: The MAPT H2 haplotype was associated with lower total MAPT expression (p = 1.2x10-14) and global parkinsonism at both study entry (p = 0.001) and proximate to death (p = 0.050). Specifically, haplotype H2 was primarily associated with bradykinesia in both assessments (p<0.001 and p = 0.008). MAPT total expression was associated with age and decreases linearly with advancing age (p<0.001). Analysing MAPT alternative splicing, the expression of 1N/4R isoform was inversely associated with global parkinsonism (p = 0.008) and bradykinesia (p = 0.008). Diminished 1N/4R isoform expression was also associated with H2 (p = 0.001). CONCLUSIONS: Overall, our results suggest that age and H2 are associated with higher parkinsonism score and decreased total MAPT RNA expression. Additionally, we found that H2 and parkinsonism are associated with altered expression levels of specific isoforms. These findings may contribute to the understanding of the association between MAPT locus and parkinsonism in elderly subjects and in some extent to age-related neurodegenerative diseases.",08/07/2005,e0157452,PLoS One,PubMed,PMID: 27458716 PMCID: PMC4961370,http://www.ncbi.nlm.nih.gov/pubmed/27458716,"Aged; Aged, 80 and over; Female; Haplotypes; Humans; Male; Genotype; Age Factors; Gene Expression; Genetic Association Studies; Genetic Predisposition to Disease; Alternative Splicing; Phenotype; Brain; tau Proteins; Parkinsonian Disorders; Parkinson Disease; Diagnosis; Protein Isoforms; Quantitative Trait, Heritable",
ROS,8ZEJQNV7,journalArticle,2016,"Malek-Ahmadi, Michael; Perez, Sylvia E.; Chen, Kewei; Mufson, Elliott J.",Neuritic and Diffuse Plaque Associations with Memory in Non-Cognitively Impaired Elderly,Journal of Alzheimer's disease: JAD,1875-8908,10.3233/JAD-160365,"The presence of Alzheimer's disease (AD)-related neuropathology among cognitively normal individuals has been well documented. It has been proposed that these individuals may represent a pre-clinical AD population. Previous studies have demonstrated a negative association between the presence of both amyloid-β (Aβ) plaques and neurofibrillary tangles with ante-mortem cognitive performance, a relationship which is likely influenced by a number of factors including age and APOE ɛ4 carrier status. The present study determined whether the presence of neuritic plaques (NPs) and diffuse plaques (DPs) are associated with performance in a number of cognitive domains after accounting for APOE ɛ4 carrier status and neurofibrillary tangle presence in a cohort of 123 older participants from the Rush Religious Order Study who died with a premortem clinical diagnosis of no cognitive impairment (NCI). After adjusting for age at death, education, gender, Braak stage, and APOE ɛ4 carrier status, the presence of NPs was associated with lower performance in the cognitive domains of Global Cognition (p = 0.002), Episodic Memory (p = 0.03), Semantic Memory (p = 0.009), and Visuospatial performance (p = 0.006), while DPs showed no association with any cognitive domain examined. These results suggest that decreases in cognition in elderly NCI individuals are associated with an increase in NPs and not DPs when age at death, education, gender, APOE ɛ4 status, and Braak stage are taken into consideration.",14/07/2016,1641-1652,J Alzheimers Dis,PubMed,PMID: 27540968 PMCID: PMC6314669,http://www.ncbi.nlm.nih.gov/pubmed/27540968,"Aged; Aged, 80 and over; Cohort Studies; Female; Humans; Male; Brain; Plaque, Amyloid; Amyloid-β; cognition; Neurofibrillary Tangles; Apolipoprotein E4; neuropathology; Aging; Autopsy; Memory; Neuropsychological Tests; Memory, Episodic; Cognition Disorders; Braak stage; Mental Status Schedule; pre-clinical Alzheimer’s disease",
ROS,Z8MF5JZK,journalArticle,2016,"Crane, Paul K.; Gibbons, Laura E.; Dams-O'Connor, Kristen; Trittschuh, Emily; Leverenz, James B.; Keene, C. Dirk; Sonnen, Joshua; Montine, Thomas J.; Bennett, David A.; Leurgans, Sue; Schneider, Julie A.; Larson, Eric B.",Association of Traumatic Brain Injury With Late-Life Neurodegenerative Conditions and Neuropathologic Findings,JAMA neurology,2168-6157,10.1001/jamaneurol.2016.1948,"IMPORTANCE: The late effects of traumatic brain injury (TBI) are of great interest, but studies characterizing these effects are limited. OBJECTIVE: To determine whether TBI with loss of consciousness (LOC) is associated with an increased risk for clinical and neuropathologic findings of Alzheimer disease (AD), Parkinson disease (PD), and other dementias. DESIGN, SETTING, AND PARTICIPANTS: This study analyzed data from the Religious Orders Study (ROS), Memory and Aging Project (MAP), and Adult Changes in Thought study (ACT). All ROS and MAP participants and a subset of ACT participants consent to autopsy. Studies performed annual (ROS and MAP) or biennial (ACT) cognitive and clinical testing to identify incident cases of dementia and AD. The 7130 participants included members of a Seattle-area health care delivery system (ACT), priests and nuns living in orders across the United States (ROS), and Chicago-area adults in retirement communities (MAP). Of these, 1589 underwent autopsy. Primary hypothesis was that TBI with LOC would be associated with increased risk for AD and neurofibrillary tangles. Data were accrued from 1994 to April 1, 2014. EXPOSURES: Self-reported TBI when the participant was free of dementia, categorized as no more than 1 vs more than 1 hour of LOC. MAIN OUTCOMES AND MEASURES: Clinical outcomes included incident all-cause dementia, AD, and PD in all studies and incident mild cognitive impairment and progression of parkinsonian signs in ROS and MAP. Neuropathologic outcomes included neurofibrillary tangles, neuritic plaques, microinfarcts, cystic infarcts, Lewy bodies, and hippocampal sclerosis in all studies. RESULTS: Of 7130 participants (2879 [40.4%] men; overall mean [SD] age, 79.9 [6.9] years), 865 reported a history of TBI with LOC. In 45 190 person-years of follow-up, 1537 incident cases of dementia and 117 of PD were identified. No association was found between TBI with LOC and incident dementia (ACT: HR for TBI with LOC ≤1 hour, 1.03; 95% CI, 0.83-1.27; HR for TBI with LOC >1 hour, 1.18; 95% CI, 0.77-1.78; ROS and MAP: HR for TBI with LOC ≤1 hour, 0.87; 95% CI, 0.58-1.29; HR for TBI with LOC >1 hour, 0.84; 95% CI, 0.44-1.57) or AD (findings similar to those for dementia). Associations were found for TBI with LOC and incident PD in ACT (HR for TBI with LOC >1 hour, 3.56; 95% CI, 1.52-8.28) and progression of parkinsonian signs in ROS and MAP (odds ratio [OR] for TBI with LOC ≤1 hour, 1.65; 95% CI, 1.23-2.21; OR for TBI with LOC >1 hour, 2.23; 95% CI, 1.16-4.29). Traumatic brain injury with LOC was associated with Lewy bodies (any Lewy body in ACT: RR for TBI with LOC >1 hour, 2.64; 95% CI, 1.40-4.99; Lewy bodies in substantia nigra and/or locus ceruleus in ACT: RR for TBI with LOC >1 hour, 3.30; 95% CI, 1.71-6.38; Lewy bodies in frontal or temporal cortex in ACT: RR for TBI with LOC >1 hour, 5.73; 95% CI, 2.18-15.0; ROS and MAP: RR for TBI with LOC ≤1 hour, 1.64; 95% CI, 1.00-2.70; pooled RR for TBI with LOC ≤1 hour, 1.59; 95% CI, 1.06-2.39) and microinfarcts (any cortical microinfarct in ROS and MAP: RR for TBI with LOC >1 hour, 2.12; 95% CI, 1.12-4.01; pooled RR for TBI with LOC >1 hour, 1.58; 95% CI, 1.06-2.35). CONCLUSIONS AND RELEVANCE: Pooled clinical and neuropathologic data from 3 prospective cohort studies indicate that TBI with LOC is associated with risk for Lewy body accumulation, progression of parkinsonism, and PD, but not dementia, AD, neuritic plaques, or neurofibrillary tangles.",01/09/2016,1062-1069,JAMA Neurol,PubMed,PMID: 27400367 PMCID: PMC5319642,http://www.ncbi.nlm.nih.gov/pubmed/27400367,"Aged; Aged, 80 and over; Female; Humans; Male; Longitudinal Studies; Disease Progression; Autopsy; Cognition Disorders; Neurodegenerative Diseases; Brain Injuries, Traumatic; Incidence; Regression Analysis; Consciousness Disorders",
ROS,IU9VA5KW,journalArticle,2016,"Farfel, Jose M.; Yu, Lei; Buchman, Aron S.; Schneider, Julie A.; De Jager, Philip L.; Bennett, David A.",Relation of genomic variants for Alzheimer disease dementia to common neuropathologies,Neurology,1526-632X,10.1212/WNL.0000000000002909,"OBJECTIVE: To investigate the associations of previously reported Alzheimer disease (AD) dementia genomic variants with common neuropathologies. METHODS: This is a postmortem study including 1,017 autopsied participants from 2 clinicopathologic cohorts. Analyses focused on 22 genomic variants associated with AD dementia in large-scale case-control genome-wide association study (GWAS) meta-analyses. The neuropathologic traits of interest were a pathologic diagnosis of AD according to NIA-Reagan criteria, macroscopic and microscopic infarcts, Lewy bodies (LB), and hippocampal sclerosis. For each variant, multiple logistic regression was used to investigate its association with neuropathologic traits, adjusting for age, sex, and subpopulation structure. We also conducted power analyses to estimate the sample sizes required to detect genome-wide significance (p < 5 × 10(-8)) for pathologic AD for all variants. RESULTS: APOE ε4 allele was associated with greater odds of pathologic AD (odds ratio [OR] 3.82, 95% confidence interval [CI] 2.67-5.46, p = 1.9 × 10(-13)), while ε2 allele was associated with lower odds of pathologic AD (OR 0.42, 95% CI 0.30-0.61, p = 3.1 × 10(-6)). Four additional genomic variants including rs6656401 (CR1), rs1476679 (ZCWPW1), rs35349669 (INPP5D), and rs17125944 (FERMT2) had p values less than 0.05. Remarkably, half of the previously reported AD dementia variants are not likely to be detected for association with pathologic AD with a sample size in excess of the largest GWAS meta-analyses of AD dementia. CONCLUSIONS: Many recently discovered genomic variants for AD dementia are not associated with the pathology of AD. Some genomic variants for AD dementia appear to be associated with other common neuropathologies.",02/08/2016,489-496,Neurology,PubMed,PMID: 27371493 PMCID: PMC4970661,http://www.ncbi.nlm.nih.gov/pubmed/27371493,"Aged, 80 and over; Female; Genome, Human; Humans; Male; Alleles; Membrane Proteins; Zinc Fingers; Genome-Wide Association Study; Alzheimer Disease; Apolipoproteins E; Hippocampus; Logistic Models; Genetic Variation; Lewy Bodies; Cerebral Infarction; Neoplasm Proteins; Phosphatidylinositol-3,4,5-Trisphosphate 5-Phosphatases; Receptors, Complement 3b",
ROS,7Q3MP5LS,journalArticle,2016,"Jack, Clifford R.; Bennett, David A.; Blennow, Kaj; Carrillo, Maria C.; Feldman, Howard H.; Frisoni, Giovanni B.; Hampel, Harald; Jagust, William J.; Johnson, Keith A.; Knopman, David S.; Petersen, Ronald C.; Scheltens, Philip; Sperling, Reisa A.; Dubois, Bruno",A/T/N: An unbiased descriptive classification scheme for Alzheimer disease biomarkers,Neurology,1526-632X,10.1212/WNL.0000000000002923,"Biomarkers have become an essential component of Alzheimer disease (AD) research and because of the pervasiveness of AD pathology in the elderly, the same biomarkers are used in cognitive aging research. A number of current issues suggest that an unbiased descriptive classification scheme for these biomarkers would be useful. We propose the ""A/T/N"" system in which 7 major AD biomarkers are divided into 3 binary categories based on the nature of the pathophysiology that each measures. ""A"" refers to the value of a β-amyloid biomarker (amyloid PET or CSF Aβ42); ""T,"" the value of a tau biomarker (CSF phospho tau, or tau PET); and ""N,"" biomarkers of neurodegeneration or neuronal injury ([(18)F]-fluorodeoxyglucose-PET, structural MRI, or CSF total tau). Each biomarker category is rated as positive or negative. An individual score might appear as A+/T+/N-, or A+/T-/N-, etc. The A/T/N system includes the new modality tau PET. It is agnostic to the temporal ordering of mechanisms underlying AD pathogenesis. It includes all individuals in any population regardless of the mix of biomarker findings and therefore is suited to population studies of cognitive aging. It does not specify disease labels and thus is not a diagnostic classification system. It is a descriptive system for categorizing multidomain biomarker findings at the individual person level in a format that is easy to understand and use. Given the present lack of consensus among AD specialists on terminology across the clinically normal to dementia spectrum, a biomarker classification scheme will have broadest acceptance if it is independent from any one clinically defined diagnostic scheme.",02/08/2016,539-547,Neurology,PubMed,PMID: 27371494 PMCID: PMC4970664,http://www.ncbi.nlm.nih.gov/pubmed/27371494,Humans; Amyloid beta-Peptides; Peptide Fragments; Biomarkers; Brain; Alzheimer Disease; tau Proteins; Neuroimaging; Nerve Degeneration,
ROS,PNSUNEU4,journalArticle,2016,"Mufson, Elliott J.; Malek-Ahmadi, Michael; Snyder, Noelle; Ausdemore, Jake; Chen, Kewei; Perez, Sylvia E.",Braak stage and trajectory of cognitive decline in noncognitively impaired elders,Neurobiology of Aging,1558-1497,10.1016/j.neurobiolaging.2016.03.003,"In a previous cross-sectional study, we found that nondemented elderly participants from the Rush Religious Orders Study (RROS) displayed a wide range of Braak neurofibrillary tangle and amyloid plaque pathology similar to that seen in prodromal and frank Alzheimer's disease. Here, we examined longitudinal changes in cognitive domains in subjects from this cohort grouped by Braak stage using linear mixed effects models. We found that the trajectory of episodic memory composite (EMC), executive function composite (EFC), and global cognitive composite scores (GCS: average of EMC and EFC scores) was significantly associated with age at visit over time, but not with Braak stage, apolipoprotein E (APOE) ε4 status or plaque pathology alone. By contrast, the combined effects of Braak stage, APOE status, and age at visit were strongly correlated with the trajectory of EMC, EFC and GCS performance over time. These data suggest that age and APOE ε4 status, rather than Alzheimer's disease-related pathology, play a more prominent role in the trajectory of cognitive decline over time in this elderly nondemented population. However, the findings reported require confirmation in a larger cohort of cases.",2016-07,101-110,Neurobiol Aging,PubMed,PMID: 27255819 PMCID: PMC4894536,http://www.ncbi.nlm.nih.gov/pubmed/27255819,"Aged; Aged, 80 and over; Cohort Studies; Female; Humans; Male; Brain; Cognition; Plaque, Amyloid; Dementia; Neurofibrillary Tangles; Apolipoproteins E; Aging; Memory, Episodic; Cognition Disorders; Executive Function; Alzheimer's; Longitudinal; Neurofibrillary tangles",
ROS,W7798LSA,journalArticle,2016,"Chouraki, Vincent; Reitz, Christiane; Maury, Fleur; Bis, Joshua C.; Bellenguez, Celine; Yu, Lei; Jakobsdottir, Johanna; Mukherjee, Shubhabrata; Adams, Hieab H.; Choi, Seung Hoan; Larson, Eric B.; Fitzpatrick, Annette; Uitterlinden, Andre G.; de Jager, Philip L.; Hofman, Albert; Gudnason, Vilmundur; Vardarajan, Badri; Ibrahim-Verbaas, Carla; van der Lee, Sven J.; Lopez, Oscar; Dartigues, Jean-François; Berr, Claudine; Amouyel, Philippe; Bennett, David A.; van Duijn, Cornelia; DeStefano, Anita L.; Launer, Lenore J.; Ikram, M. Arfan; Crane, Paul K.; Lambert, Jean-Charles; Mayeux, Richard; Seshadri, Sudha; International Genomics of Alzheimer’s Project",Evaluation of a Genetic Risk Score to Improve Risk Prediction for Alzheimer's Disease,Journal of Alzheimer's disease: JAD,1875-8908,10.3233/JAD-150749,"Effective prevention of Alzheimer's disease (AD) requires the development of risk prediction tools permitting preclinical intervention. We constructed a genetic risk score (GRS) comprising common genetic variants associated with AD, evaluated its association with incident AD and assessed its capacity to improve risk prediction over traditional models based on age, sex, education, and APOEɛ4. In eight prospective cohorts included in the International Genomics of Alzheimer's Project (IGAP), we derived weighted sum of risk alleles from the 19 top SNPs reported by the IGAP GWAS in participants aged 65 and older without prevalent dementia. Hazard ratios (HR) of incident AD were estimated in Cox models. Improvement in risk prediction was measured by the difference in C-index (Δ-C), the integrated discrimination improvement (IDI) and continuous net reclassification improvement (NRI>0). Overall, 19,687 participants at risk were included, of whom 2,782 developed AD. The GRS was associated with a 17% increase in AD risk (pooled HR = 1.17; 95% CI =   [1.13-1.21] per standard deviation increase in GRS; p-value =  2.86×10-16). This association was stronger among persons with at least one APOEɛ4 allele (HRGRS = 1.24; 95% CI =   [1.15-1.34]) than in others (HRGRS = 1.13; 95% CI =   [1.08-1.18]; pinteraction = 3.45×10-2). Risk prediction after seven years of follow-up showed a small improvement when adding the GRS to age, sex, APOEɛ4, and education (Δ-Cindex =  0.0043 [0.0019-0.0067]). Similar patterns were observed for IDI and NRI>0. In conclusion, a risk score incorporating common genetic variation outside the APOEɛ4 locus improved AD risk prediction and may facilitate risk stratification for prevention trials.",18/06/2016,921-932,J Alzheimers Dis,PubMed,PMID: 27340842 PMCID: PMC5036102,http://www.ncbi.nlm.nih.gov/pubmed/27340842,"Alzheimer’s disease; Aged; Aged, 80 and over; Cohort Studies; Female; Humans; Male; Polymorphism, Single Nucleotide; Genetic Predisposition to Disease; Genome-Wide Association Study; meta-analysis; Alzheimer Disease; Risk Factors; Apolipoprotein E4; Neuropsychological Tests; Risk Assessment; cohort studies; Educational Status; Psychiatric Status Rating Scales; Proportional Hazards Models; clinical utility; genetic risk score; Genetic Testing; IGAP; Predictive Value of Tests; risk prediction",
ROS,D5MHBXYJ,journalArticle,2016,"Burke, Shanna L.; Maramaldi, Peter; Cadet, Tamara; Kukull, Walter",Neuropsychiatric symptoms and Apolipoprotein E: Associations with eventual Alzheimer's disease development,Archives of Gerontology and Geriatrics,1872-6976,10.1016/j.archger.2016.04.006,"OBJECTIVE: Alzheimer's disease (AD) is the result of neurodegeneration, which manifests clinically as deficits in memory, thinking, and behavior. It was hypothesized that neuropsychiatric symptoms and the apolipoprotein E genotype increase the likelihood of Alzheimer's disease development. METHODS: Utilizing data from the National Alzheimer's Coordinating Center, information from evaluations of 11,453 cognitively intact participants was analyzed. Survival analysis was used to explore relationships between individual neuropsychiatric symptoms as determined by the Neuropsychiatric Inventory Questionnaire, apolipoprotein E, and eventual AD diagnosis. Cox proportional hazard models were utilized to explore the main effects and synergistic (additive and multiplicative) interactions. RESULTS: This study provided evidence for an increased hazard of developing AD among participants with any of the symptoms assessed by the NPI-Q. The hazard of developing AD was almost thirteen times higher for ε4 carriers with delusions and eleven times greater for those with apathy and disinhibition. Statistically significant hazards (p>0.001) were also realized by ε4 carriers with hallucinations; agitation; depression; anxiety; elation; apathy; irritability; and motor, sleep, and appetite disturbances. CONCLUSIONS: Findings suggest that neuropsychiatric symptoms are associated with eventual AD diagnosis among a group of cognitively asymptomatic participants at baseline. Many studies begin with a group of participants already impacted by AD diagnosis. The longitudinal analysis of a group of participants who, at baseline, demonstrated no observable signs of AD was a strength of this study. This investigation contributes to the literature exploring an increased hazard of AD due to potential modifiable risk factors and genetic biomarkers such as apolipoprotein E.",08/07/2005,231-238,Arch Gerontol Geriatr,PubMed,PMID: 27111252 PMCID: PMC5029123,http://www.ncbi.nlm.nih.gov/pubmed/27111252,"Alzheimer’s disease; Aged; Aged, 80 and over; Female; Humans; Male; Genotype; Heterozygote; Anxiety; Alzheimer Disease; Apolipoprotein E4; Hallucinations; Depression; Agitation; Apathy; Apoe ε4; Apolipropotein e; Appetite disturbance; Delusions; Disinhibition; Elation; Feeding and Eating Disorders; Irritability; Irritable Mood; Motor disturbance; Neuropsychiatric symptoms; Psychomotor Agitation; Sleep disturbance; Sleep Wake Disorders",
ROS,H8ZD2SQW,journalArticle,2016,"Green, Colin; Zhang, Shenqiu",Predicting the progression of Alzheimer's disease dementia: A multidomain health policy model,Alzheimer's & Dementia: The Journal of the Alzheimer's Association,1552-5279,10.1016/j.jalz.2016.01.011,"INTRODUCTION: We develop a multidomain model to predict progression of Alzheimer's disease dementia (AD). METHODS: Data from the US National Alzheimer's Coordinating Center (n = 3009) are used to examine change in symptom status and to estimate transition probabilities between health states described using cognitive function, functional ability, and behavior. A model is used to predict progression and to assess a hypothetical treatment scenario that slows mild to moderate AD progression. RESULTS: More than 70% of participants moved state over 12 months. The majority moved in domains other than cognitive function. Over 5 years, of those alive more than half are in severe AD health states. Assessing an intervention scenario, we see fewer years in more severe health states and a potential impact (life years saved) due to mortality improvements. DISCUSSION: The model developed is exploratory and has limitations but illustrates the importance of using a multidomain approach when assessing impacts of AD and interventions.",2016-07,776-785,Alzheimers Dement,PubMed,PMID: 27016691 PMCID: PMC5104191,http://www.ncbi.nlm.nih.gov/pubmed/27016691,"Aged; Female; Humans; Male; Alzheimer's disease; Alzheimer Disease; Cognition; Disease Progression; Activities of Daily Living; Models, Statistical; Decision analytic modelling; Health policy; Health Policy; Prediction; Progression",
ROS,D363BNGY,journalArticle,2016,"Matteini, Amy M.; Tanaka, Toshiko; Karasik, David; Atzmon, Gil; Chou, Wen-Chi; Eicher, John D.; Johnson, Andrew D.; Arnold, Alice M.; Callisaya, Michele L.; Davies, Gail; Evans, Daniel S.; Holtfreter, Birte; Lohman, Kurt; Lunetta, Kathryn L.; Mangino, Massimo; Smith, Albert V.; Smith, Jennifer A.; Teumer, Alexander; Yu, Lei; Arking, Dan E.; Buchman, Aron S.; Chibinik, Lori B.; De Jager, Philip L.; Evans, Denis A.; Faul, Jessica D.; Garcia, Melissa E.; Gillham-Nasenya, Irina; Gudnason, Vilmundur; Hofman, Albert; Hsu, Yi-Hsiang; Ittermann, Till; Lahousse, Lies; Liewald, David C.; Liu, Yongmei; Lopez, Lorna; Rivadeneira, Fernando; Rotter, Jerome I.; Siggeirsdottir, Kristin; Starr, John M.; Thomson, Russell; Tranah, Gregory J.; Uitterlinden, André G.; Völker, Uwe; Völzke, Henry; Weir, David R.; Yaffe, Kristine; Zhao, Wei; Zhuang, Wei Vivian; Zmuda, Joseph M.; Bennett, David A.; Cummings, Steven R.; Deary, Ian J.; Ferrucci, Luigi; Harris, Tamara B.; Kardia, Sharon L. R.; Kocher, Thomas; Kritchevsky, Stephen B.; Psaty, Bruce M.; Seshadri, Sudha; Spector, Timothy D.; Srikanth, Velandai K.; Windham, B. Gwen; Zillikens, M. Carola; Newman, Anne B.; Walston, Jeremy D.; Kiel, Douglas P.; Murabito, Joanne M.",GWAS analysis of handgrip and lower body strength in older adults in the CHARGE consortium,Aging Cell,1474-9726,10.1111/acel.12468,"Decline in muscle strength with aging is an important predictor of health trajectory in the elderly. Several factors, including genetics, are proposed contributors to variability in muscle strength. To identify genetic contributors to muscle strength, a meta-analysis of genomewide association studies of handgrip was conducted. Grip strength was measured using a handheld dynamometer in 27 581 individuals of European descent over 65 years of age from 14 cohort studies. Genomewide association analysis was conducted on ~2.7 million imputed and genotyped variants (SNPs). Replication of the most significant findings was conducted using data from 6393 individuals from three cohorts. GWAS of lower body strength was also characterized in a subset of cohorts. Two genomewide significant (P-value< 5 × 10(-8) ) and 39 suggestive (P-value< 5 × 10(-5) ) associations were observed from meta-analysis of the discovery cohorts. After meta-analysis with replication cohorts, genomewide significant association was observed for rs752045 on chromosome 8 (β = 0.47, SE = 0.08, P-value = 5.20 × 10(-10) ). This SNP is mapped to an intergenic region and is located within an accessible chromatin region (DNase hypersensitivity site) in skeletal muscle myotubes differentiated from the human skeletal muscle myoblasts cell line. This locus alters a binding motif of the CCAAT/enhancer-binding protein-β (CEBPB) that is implicated in muscle repair mechanisms. GWAS of lower body strength did not yield significant results. A common genetic variant in a chromosomal region that regulates myotube differentiation and muscle repair may contribute to variability in grip strength in the elderly. Further studies are needed to uncover the mechanisms that link this genetic variant with muscle strength.",2016-10,792-800,Aging Cell,PubMed,PMID: 27325353 PMCID: PMC5013019,http://www.ncbi.nlm.nih.gov/pubmed/27325353,"Adult; Aged; Cohort Studies; Humans; Polymorphism, Single Nucleotide; SNP; Genome-Wide Association Study; aging; meta-analysis; older adults; Epigenesis, Genetic; Reproducibility of Results; Hand Strength; Quantitative Trait Loci; Muscle Strength; Chromatin Immunoprecipitation; genomewide association; Molecular Sequence Annotation; muscle strength",
ROS,SGQC5WR4,journalArticle,2016,"Arvanitakis, Zoe; Capuano, Ana W.; Leurgans, Sue E.; Bennett, David A.; Schneider, Julie A.",Relation of cerebral vessel disease to Alzheimer's disease dementia and cognitive function in elderly people: a cross-sectional study,The Lancet. Neurology,1474-4465,10.1016/S1474-4422(16)30029-1,"BACKGROUND: Few data on the pathology of cerebral vessel disease, dementia, and cognition are available. We examined the association of cerebral atherosclerosis and arteriolosclerosis neuropathology with probable and possible Alzheimer's disease dementia and cognitive function. METHODS: This cross-sectional study included men and women aged 65 years or older who had yearly clinical assessments and had agreed to brain autopsy at the time of death, as part of one of two cohort studies of ageing (The Religious Orders Study and the Rush Memory and Aging Project). Individuals without dementia or with Alzheimer's disease dementia, and with complete neuropathological data, are included in our analyses. We used neuropsychological data proximate to death to create summary measures of global cognition and cognitive domains. Clinical data recorded between 1994 and 2015 were used to determine presence of Alzheimer's disease dementia. Systematic neuropathological assessments documented the severity of cerebral large vessel (atherosclerosis) and small vessel (arteriolosclerosis) disease. By use of regression analyses adjusted for demographics, gross and microscopic infarcts, and Alzheimer's disease pathology, we examined associations of vessel disease severity (mild, moderate, and severe) with odds of probable and possible Alzheimer's disease dementia and cognitive function. FINDINGS: Study enrolment began in January, 1994, and two cohort studies are ongoing. 1143 individuals were included in our analyses (median age at death 88·8 years; 478 [42%] with Alzheimer's disease dementia). Moderate-to-severe atherosclerosis was present in 445 (39%) individuals, and arteriolosclerosis in 401 (35%) individuals. Each level increase in the severity of atherosclerosis or arteriolosclerosis was associated with significantly higher odds of Alzheimer's disease dementia (odds ratio [OR] for atherosclerosis 1·33, 95% CI 1·11-1·58; OR for arteriolosclerosis 1·20, 1·04-1·40). Atherosclerosis was associated with lower scores for global cognition (estimate -0·10 [SE 0·04], p=0·0096) and four cognitive domains (episodic memory -0·10 [0·04], p=0·017; semantic memory -0·11 [0·05], p=0·018; perceptual speed -0·14 [0·04], p=0·00080; and visuospatial abilities -0·13 [0·04], p=0·0080), but not working memory (-0·05 [0·04], p=0·21). Arteriolosclerosis was associated with lower scores for global cognition (estimate -0·10 [0·03], p=0·0015) and four domains (episodic memory -0·12 [0·04], p=0·00090; semantic memory -0·10 [0·04], p=0·013; working memory -0·07 [0·03], p=0·045; perceptual speed -0·12 [0·04], p=0·0012), and a non-significant association was noted for visuospatial abilities (-0·07 [0·03], p=0·052). Findings were unchanged in analyses controlling for the presence of APOE ε4 allele or vascular risk factors. INTERPRETATION: Cerebral atherosclerosis and arteriolosclerosis are associated with Alzheimer's disease dementia, and are also associated with low scores in most cognitive domains. Cerebral vessel pathology might be an under-recognised risk factor for Alzheimer's disease dementia. FUNDING: US National Institutes of Health.",2016-08,934-943,Lancet Neurol,PubMed,PMID: 27312738 PMCID: PMC4969105,http://www.ncbi.nlm.nih.gov/pubmed/27312738,"Aged; Aged, 80 and over; Cohort Studies; Female; Humans; Male; Alzheimer Disease; Cross-Sectional Studies; Neuropsychological Tests; Cognition Disorders; Cerebrovascular Disorders; Geriatric Assessment; PubMed; Religious Personnel; Residence Characteristics",
ROS,58H5XW6N,journalArticle,2016,"Gaiteri, Chris; Mostafavi, Sara; Honey, Christopher J.; De Jager, Philip L.; Bennett, David A.",Genetic variants in Alzheimer disease - molecular and brain network approaches,Nature Reviews. Neurology,1759-4766,10.1038/nrneurol.2016.84,"Genetic studies in late-onset Alzheimer disease (LOAD) are aimed at identifying core disease mechanisms and providing potential biomarkers and drug candidates to improve clinical care of AD. However, owing to the complexity of LOAD, including pathological heterogeneity and disease polygenicity, extraction of actionable guidance from LOAD genetics has been challenging. Past attempts to summarize the effects of LOAD-associated genetic variants have used pathway analysis and collections of small-scale experiments to hypothesize functional convergence across several variants. In this Review, we discuss how the study of molecular, cellular and brain networks provides additional information on the effects of LOAD-associated genetic variants. We then discuss emerging combinations of these omic data sets into multiscale models, which provide a more comprehensive representation of the effects of LOAD-associated genetic variants at multiple biophysical scales. Furthermore, we highlight the clinical potential of mechanistically coupling genetic variants and disease phenotypes with multiscale brain models.",2016-07,413-427,Nat Rev Neurol,PubMed,PMID: 27282653 PMCID: PMC5017598,http://www.ncbi.nlm.nih.gov/pubmed/27282653,"Humans; Gene Regulatory Networks; Alzheimer Disease; Models, Neurological; Nerve Net",
