study,Key,Item_Type,Publication_Year,Author,Title,Publication_Title,ISSN,DOI,abstract_note,date,pages,journal_abbreviation,library_catalog,extra,link,automatic_tags,cites
MAP,BZXY38C8,journalArticle,2019,"Buchman, Aron S.; Leurgans, Sue E.; VanderHorst, Veronique G. J. M.; Nag, Sukriti; Schneider, Julie A.; Bennett, David A.",Spinal motor neurons and motor function in older adults,Journal of Neurology,1432-1459,10.1007/s00415-018-9118-y,"This study examined the relation between lumbar spinal motor neuron (SMN) indices and motor function proximate to death in community-dwelling older adults. Older adults (N = 145) participating in the Rush Memory and Aging Project underwent structured clinical testing proximate to death and brain and spinal cord autopsy at time of death. Ten motor performances were summarized by a composite global motor score. Choline acetyltransferase immunostaining was used to identify spinal motor neurons of the L4/5 segment. SMN counts and area and ventral horn area were collected. Linear regression modeling showed that the association of SMN counts and density with global motor scores proximate to death varied with sex. Separate models in men and women showed that this significant interaction was due to the association of higher SMN counts and density with higher global motor scores proximate to death in men but not women. These associations were unchanged when we controlled for indices of brain pathologies or chronic health conditions. In 38 cases with counts of activated microglia available, higher counts of activated microglia were associated with lower SMN counts. Activated spinal microglia and loss of spinal motor neurons may contribute to motor impairments in older men.",2019-01,174-182,J Neurol,PubMed,PMID: 30446967 PMCID: PMC6344292,http://www.ncbi.nlm.nih.gov/pubmed/30446967,"Aged, 80 and over; Female; Humans; Male; Follow-Up Studies; Brain; Microglia; Sex Characteristics; Aging; Prospective Studies; Motor function; Lumbar Vertebrae; Spinal Cord; Movement; Motor Neurons; Spinal microglia; Spinal motor neurons",
MAP,NKMH6Q66,journalArticle,2019,"Boyle, Patricia A.; Yu, Lei; Leurgans, Sue E.; Wilson, Robert S.; Brookmeyer, Ron; Schneider, Julie A.; Bennett, David A.",Attributable risk of Alzheimer's dementia attributed to age-related neuropathologies,Annals of Neurology,1531-8249,10.1002/ana.25380,"OBJECTIVE: The degree to which Alzheimer's versus other neuropathologies contribute to the risk of Alzheimer's dementia is unknown. We examined the risk of Alzheimer's dementia attributable to pathologic AD and 8 other neuropathologies. METHODS: Participants (n = 1,161) came from 2 clinical-pathological studies of aging. Multivariable logistic regression models examined associations of 8 neuropathological indices with Alzheimer's dementia and quantified the percentage of cases attributable to each. Furthermore, because some dementia cases are not driven by common neuropathologies, we re-estimated the attributable risks after empirically adjusting for such cases. RESULTS: Of 1,161 persons, 512 (44.1%) had Alzheimer's dementia at time of death. With the exception of microinfarcts, all neuropathological indices were independently associated with greater odds of Alzheimer's dementia. Two hundred ten (41.0%) Alzheimer's dementia cases were attributable to pathological AD. Separately, 8.9% were attributable to macroscopic infarcts, 10.8% to Lewy bodies, 5.2% to hippocampal sclerosis, 11.7% to transactive response DNA-binding protein 43, 8.1% to cerebral amyloid angiopathy, 6.0% to atherosclerosis, and 5.2% to arteriolosclerosis. A total of 83.3% of cases were attributable to all 8 indices combined. However, after further adjustment for cases driven by other factors, a total of 67.5% of cases were attributable to all 8 neuropathologic indices combined. INTERPRETATION: Pathological AD accounts for a considerable percentage of Alzheimer's dementia cases, but multiple other neuropathologies also contribute. In total, just over two-thirds of Alzheimer's dementia cases are attributable to common age-related neuropathologies, suggesting that other disease and resilience factors are important. ANN NEUROL 2019;85:114-124.",2019-01,114-124,Ann Neurol,PubMed,PMID: 30421454 PMCID: PMC10128614,http://www.ncbi.nlm.nih.gov/pubmed/30421454,"Aged; Aged, 80 and over; Female; Humans; Male; Alzheimer Disease; Risk Factors; Dementia; Longitudinal Studies; Aging",
MAP,9RKUJTVB,journalArticle,2019,"Sullivan, Sarah E.; Liao, Meichen; Smith, Robert V.; White, Charles; Lagomarsino, Valentina N.; Xu, Jishu; Taga, Mariko; Bennett, David A.; De Jager, Philip L.; Young-Pearse, Tracy L.",Candidate-based screening via gene modulation in human neurons and astrocytes implicates FERMT2 in Aβ and TAU proteostasis,Human Molecular Genetics,1460-2083,10.1093/hmg/ddy376,"Large-scale 'omic' studies investigating the pathophysiological processes that lead to Alzheimer's disease (AD) dementia have identified an increasing number of susceptibility genes, many of which are poorly characterized and have not previously been implicated in AD. Here, we evaluated the utility of human induced pluripotent stem cell-derived neurons and astrocytes as tools to systematically test AD-relevant cellular phenotypes following perturbation of candidate genes identified by genome-wide studies. Lentiviral-mediated delivery of shRNAs was used to modulate expression of 66 genes in astrocytes and 52 genes in induced neurons. Five genes (CNN2, GBA, GSTP1, MINT2 and FERMT2) in neurons and nine genes (CNN2, ITGB1, MINT2, SORL1, VLDLR, NPC1, NPC2, PSAP and SCARB2) in astrocytes significantly altered extracellular amyloid-β (Aβ) levels. Knockdown of AP3M2, CNN2, GSTP1, NPC1, NPC2, PSAP and SORL1 reduced interleukin-6 levels in astrocytes. Only knockdown of FERMT2 led to a reduction in the proportion of TAU that is phosphorylated. Further, CRISPR-Cas9 targeting of FERMT2 in both familial AD (fAD) and fAD-corrected human neurons validated the findings of reduced extracellular Aβ. Interestingly, FERMT2 reduction had no effect on the Aβ42:40 ratio in corrected neurons and a reduction of phospho-tau, but resulted in an elevation in Aβ42:40 ratio and no reduction in phospho-tau in fAD neurons. Taken together, this study has prioritized 15 genes as being involved in contributing to Aβ accumulation, phosphorylation of tau and/or cytokine secretion, and, as illustrated with FERMT2, it sets the stage for further cell-type-specific dissection of the role of these genes in AD.",01/03/2019,718-735,Hum Mol Genet,PubMed,PMID: 30371777 PMCID: PMC6381320,http://www.ncbi.nlm.nih.gov/pubmed/30371777,Humans; Amyloid beta-Peptides; Gene Knockdown Techniques; Biomarkers; Cell Line; Membrane Proteins; Genome-Wide Association Study; Phenotype; Brain; tau Proteins; Astrocytes; Neurons; Neoplasm Proteins; Enzyme-Linked Immunosorbent Assay; Proteostasis; Gene Targeting,
MAP,LJWZEHFI,journalArticle,2019,"Broce, Iris J.; Tan, Chin Hong; Fan, Chun Chieh; Jansen, Iris; Savage, Jeanne E.; Witoelar, Aree; Wen, Natalie; Hess, Christopher P.; Dillon, William P.; Glastonbury, Christine M.; Glymour, Maria; Yokoyama, Jennifer S.; Elahi, Fanny M.; Rabinovici, Gil D.; Miller, Bruce L.; Mormino, Elizabeth C.; Sperling, Reisa A.; Bennett, David A.; McEvoy, Linda K.; Brewer, James B.; Feldman, Howard H.; Hyman, Bradley T.; Pericak-Vance, Margaret; Haines, Jonathan L.; Farrer, Lindsay A.; Mayeux, Richard; Schellenberg, Gerard D.; Yaffe, Kristine; Sugrue, Leo P.; Dale, Anders M.; Posthuma, Danielle; Andreassen, Ole A.; Karch, Celeste M.; Desikan, Rahul S.",Dissecting the genetic relationship between cardiovascular risk factors and Alzheimer's disease,Acta Neuropathologica,1432-0533,10.1007/s00401-018-1928-6,"Cardiovascular (CV)- and lifestyle-associated risk factors (RFs) are increasingly recognized as important for Alzheimer's disease (AD) pathogenesis. Beyond the ε4 allele of apolipoprotein E (APOE), comparatively little is known about whether CV-associated genes also increase risk for AD. Using large genome-wide association studies and validated tools to quantify genetic overlap, we systematically identified single nucleotide polymorphisms (SNPs) jointly associated with AD and one or more CV-associated RFs, namely body mass index (BMI), type 2 diabetes (T2D), coronary artery disease (CAD), waist hip ratio (WHR), total cholesterol (TC), triglycerides (TG), low-density (LDL) and high-density lipoprotein (HDL). In fold enrichment plots, we observed robust genetic enrichment in AD as a function of plasma lipids (TG, TC, LDL, and HDL); we found minimal AD genetic enrichment conditional on BMI, T2D, CAD, and WHR. Beyond APOE, at conjunction FDR < 0.05 we identified 90 SNPs on 19 different chromosomes that were jointly associated with AD and CV-associated outcomes. In meta-analyses across three independent cohorts, we found four novel loci within MBLAC1 (chromosome 7, meta-p = 1.44 × 10-9), MINK1 (chromosome 17, meta-p = 1.98 × 10-7) and two chromosome 11 SNPs within the MTCH2/SPI1 region (closest gene = DDB2, meta-p = 7.01 × 10-7 and closest gene = MYBPC3, meta-p = 5.62 × 10-8). In a large 'AD-by-proxy' cohort from the UK Biobank, we replicated three of the four novel AD/CV pleiotropic SNPs, namely variants within MINK1, MBLAC1, and DDB2. Expression of MBLAC1, SPI1, MINK1 and DDB2 was differentially altered within postmortem AD brains. Beyond APOE, we show that the polygenic component of AD is enriched for lipid-associated RFs. We pinpoint a subset of cardiovascular-associated genes that strongly increase the risk for AD. Our collective findings support a disease model in which cardiovascular biology is integral to the development of clinical AD in a subset of individuals.",2019-02,209-226,Acta Neuropathol,PubMed,PMID: 30413934 PMCID: PMC6358498,http://www.ncbi.nlm.nih.gov/pubmed/30413934,"Alzheimer’s disease; Aged; Aged, 80 and over; Cohort Studies; Female; Humans; Male; Middle Aged; Alleles; Genetic Predisposition to Disease; Genome-Wide Association Study; Alzheimer Disease; Risk Factors; Cardiovascular Diseases; Lipids; Apolipoproteins E; Diabetes Mellitus, Type 2; Cardiovascular; Genetic pleiotropy; Polygenic enrichment",
MAP,UGJZ8PGD,journalArticle,2019,"Hanko, Veronika; Apple, Alexandra C.; Alpert, Kathryn I.; Warren, Kristen N.; Schneider, Julie A.; Arfanakis, Konstantinos; Bennett, David A.; Wang, Lei","In vivo hippocampal subfield shape related to TDP-43, amyloid beta, and tau pathologies",Neurobiology of Aging,1558-1497,10.1016/j.neurobiolaging.2018.10.013,"Despite advances in the development of biomarkers for Alzheimer's disease (AD), accurate ante-mortem diagnosis remains challenging because a variety of neuropathologic disease states can coexist and contribute to the AD dementia syndrome. Here, we report a neuroimaging study correlating hippocampal deformity with regional AD and transactive response DNA-binding protein of 43 kDA pathology burden. We used hippocampal shape analysis of ante-mortem T1-weighted structural magnetic resonance imaging images of 42 participants from two longitudinal cohort studies conducted by the Rush Alzheimer's Disease Center. Surfaces were generated for the whole hippocampus and zones approximating the underlying subfields using a previously developed automated image-segmentation pipeline. Multiple linear regression models were constructed to correlate the shape with pathology measures while accounting for covariates, with relationships mapped out onto hippocampal surface locations. A significant relationship existed between higher paired helical filaments-tau burden and inward hippocampal shape deformity in zones approximating CA1 and subiculum which persisted after accounting for coexisting pathologies. No significant patterns of inward surface deformity were associated with amyloid-beta or transactive response DNA-binding protein of 43 kDA after including covariates. Our findings indicate that hippocampal shape deformity measures in surface zones approximating CA1 may represent a biomarker for postmortem AD pathology.",2019-02,171-181,Neurobiol Aging,PubMed,PMID: 30453234 PMCID: PMC6331233,http://www.ncbi.nlm.nih.gov/pubmed/30453234,"Aged; Aged, 80 and over; Female; Humans; Male; Alzheimer's disease; Amyloid beta-Peptides; Biomarkers; DNA-Binding Proteins; Alzheimer Disease; tau Proteins; Hippocampus; Neuroimaging; Diffusion Magnetic Resonance Imaging; Diagnosis; TDP-43; Biomarker",
MAP,T4YAZUSB,journalArticle,2018,"Oveisgharan, Shahram; Arvanitakis, Zoe; Yu, Lei; Farfel, Jose; Schneider, Julie A.; Bennett, David A.",Sex differences in Alzheimer's disease and common neuropathologies of aging,Acta Neuropathologica,1432-0533,10.1007/s00401-018-1920-1,"Alzheimer's dementia is significantly more common in women than in men. However, few pathological studies have addressed sex difference in Alzheimer's disease (AD) and other brain pathologies. We leveraged postmortem data from 1453 persons who participated in one of two longitudinal community-based studies of older adults, the Religious Orders Study and the Rush Memory and Aging Project. Postmortem examination identified AD pathologies, neocortical Lewy bodies, DNA-binding protein 43 (TDP-43), hippocampal sclerosis, gross and micro infarcts, atherosclerosis, arteriolosclerosis, and cerebral amyloid angiopathy. Linear and logistic regressions examined the association of sex with each of the pathologic measures. Two-thirds of subjects were women (n = 971; 67%), with a mean age at death of 89.8 (SD = 6.6) years in women and 87.3 (SD = 6.6) in men. Adjusted for age and education, women had higher levels on a global measure of AD pathology (estimate = 0.102, SE = 0.022, p < 0.001), and tau tangle density in particular (estimate = 0.334, SE = 0.074, p < 0.001), and there was a borderline difference between women and men in amyloid-β load (estimate = 0.124, SE = 0.065, p = 0.056). In addition, compared to men, women were more likely to have more severe arteriolosclerosis (OR = 1.28, 95% CI:1.04-1.58, p = 0.018), and less likely to have gross infarcts (OR = 0.78, 95% CI:0.61-0.98, p = 0.037), although the association with gross infarct was attenuated after controlling for vascular risk factors. These data help elucidate the neuropathologic footprint of sex difference in AD and other common brain pathologies of aging.",2018-12,887-900,Acta Neuropathol,PubMed,PMID: 30334074 PMCID: PMC6279593,http://www.ncbi.nlm.nih.gov/pubmed/30334074,"Aged; Aged, 80 and over; Female; Humans; Male; Amyloid; DNA-Binding Proteins; Brain; Alzheimer Disease; Longitudinal Studies; Alzheimer disease; tau Proteins; Sex Characteristics; Apolipoprotein E4; Aging; Cross-Sectional Studies; Autopsy; Sex; Pathology; Arteriolosclerosis; alpha-Synuclein; Chi-Square Distribution; Tau proteins",
MAP,R8ZS5AIE,journalArticle,2019,"MahmoudianDehkordi, Siamak; Arnold, Matthias; Nho, Kwangsik; Ahmad, Shahzad; Jia, Wei; Xie, Guoxiang; Louie, Gregory; Kueider-Paisley, Alexandra; Moseley, M. Arthur; Thompson, J. Will; St John Williams, Lisa; Tenenbaum, Jessica D.; Blach, Colette; Baillie, Rebecca; Han, Xianlin; Bhattacharyya, Sudeepa; Toledo, Jon B.; Schafferer, Simon; Klein, Sebastian; Koal, Therese; Risacher, Shannon L.; Kling, Mitchel Allan; Motsinger-Reif, Alison; Rotroff, Daniel M.; Jack, John; Hankemeier, Thomas; Bennett, David A.; De Jager, Philip L.; Trojanowski, John Q.; Shaw, Leslie M.; Weiner, Michael W.; Doraiswamy, P. Murali; van Duijn, Cornelia M.; Saykin, Andrew J.; Kastenmüller, Gabi; Kaddurah-Daouk, Rima; Alzheimer's Disease Neuroimaging Initiative and the Alzheimer Disease Metabolomics Consortium",Altered bile acid profile associates with cognitive impairment in Alzheimer's disease-An emerging role for gut microbiome,Alzheimer's & Dementia: The Journal of the Alzheimer's Association,1552-5279,10.1016/j.jalz.2018.07.217,"INTRODUCTION: Increasing evidence suggests a role for the gut microbiome in central nervous system disorders and a specific role for the gut-brain axis in neurodegeneration. Bile acids (BAs), products of cholesterol metabolism and clearance, are produced in the liver and are further metabolized by gut bacteria. They have major regulatory and signaling functions and seem dysregulated in Alzheimer's disease (AD). METHODS: Serum levels of 15 primary and secondary BAs and their conjugated forms were measured in 1464 subjects including 370 cognitively normal older adults, 284 with early mild cognitive impairment, 505 with late mild cognitive impairment, and 305 AD cases enrolled in the AD Neuroimaging Initiative. We assessed associations of BA profiles including selected ratios with diagnosis, cognition, and AD-related genetic variants, adjusting for confounders and multiple testing. RESULTS: In AD compared to cognitively normal older adults, we observed significantly lower serum concentrations of a primary BA (cholic acid [CA]) and increased levels of the bacterially produced, secondary BA, deoxycholic acid, and its glycine and taurine conjugated forms. An increased ratio of deoxycholic acid:CA, which reflects 7α-dehydroxylation of CA by gut bacteria, strongly associated with cognitive decline, a finding replicated in serum and brain samples in the Rush Religious Orders and Memory and Aging Project. Several genetic variants in immune response-related genes implicated in AD showed associations with BA profiles. DISCUSSION: We report for the first time an association between altered BA profile, genetic variants implicated in AD, and cognitive changes in disease using a large multicenter study. These findings warrant further investigation of gut dysbiosis and possible role of gut-liver-brain axis in the pathogenesis of AD.",2019-01,76-92,Alzheimers Dement,PubMed,PMID: 30337151 PMCID: PMC6487485,http://www.ncbi.nlm.nih.gov/pubmed/30337151,Aged; Female; Humans; Male; Alzheimer's disease; Immunity; Liver; Inflammation; Alzheimer Disease; Cognitive Dysfunction; Lipidomics; Metabolomics; Bile Acids and Salts; Metabolome; Atlas for Alzheimer; Dysbiosis; Gastrointestinal Microbiome; Genetic variants; Gut microbiome; Gut-liver-brain axis,
MAP,DA9RCPFR,journalArticle,2018,"Raj, Towfique; Li, Yang I.; Wong, Garrett; Humphrey, Jack; Wang, Minghui; Ramdhani, Satesh; Wang, Ying-Chih; Ng, Bernard; Gupta, Ishaan; Haroutunian, Vahram; Schadt, Eric E.; Young-Pearse, Tracy; Mostafavi, Sara; Zhang, Bin; Sklar, Pamela; Bennett, David A.; De Jager, Philip L.",Integrative transcriptome analyses of the aging brain implicate altered splicing in Alzheimer's disease susceptibility,Nature Genetics,1546-1718,10.1038/s41588-018-0238-1,"Here we use deep sequencing to identify sources of variation in mRNA splicing in the dorsolateral prefrontal cortex (DLPFC) of 450 subjects from two aging cohorts. Hundreds of aberrant pre-mRNA splicing events are reproducibly associated with Alzheimer's disease. We also generate a catalog of splicing quantitative trait loci (sQTL) effects: splicing of 3,006 genes is influenced by genetic variation. We report that altered splicing is the mechanism for the effects of the PICALM, CLU and PTK2B susceptibility alleles. Furthermore, we performed a transcriptome-wide association study and identified 21 genes with significant associations with Alzheimer's disease, many of which are found in known loci, whereas 8 are in novel loci. These results highlight the convergence of old and new genes associated with Alzheimer's disease in autophagy-lysosomal-related pathways. Overall, this study of the transcriptome of the aging brain provides evidence that dysregulation of mRNA splicing is a feature of Alzheimer's disease and is, in some cases, genetically driven.",2018-11,1584-1592,Nat Genet,PubMed,PMID: 30297968 PMCID: PMC6354244,http://www.ncbi.nlm.nih.gov/pubmed/30297968,"Aged; Aged, 80 and over; Cohort Studies; Female; Humans; Male; Chromosome Mapping; Genetic Predisposition to Disease; Alternative Splicing; RNA Splicing; Genome-Wide Association Study; Brain; Gene Expression Profiling; Systems Integration; Transcriptome; Alzheimer Disease; Aging; Quantitative Trait Loci; Systems Biology",
MAP,5RI8TE23,journalArticle,2018,"De Jager, Philip L.; Yang, Hyun-Sik; Bennett, David A.",Deconstructing and targeting the genomic architecture of human neurodegeneration,Nature Neuroscience,1546-1726,10.1038/s41593-018-0240-z,"The field of neurodegenerative disease research has seen tremendous advances over the last two decades as new technologies and analytic methods have enabled well-powered human genomic studies. Driven first by genetic studies and more recently by transcriptomic and epigenomic studies of proper size, we have uncovered a large repertoire of loci, genes, and molecular features that are implicated in discrete, syndromically defined neurodegenerative conditions, such as Alzheimer's disease, amyotrophic lateral sclerosis, frontotemporal dementia, multiple sclerosis, and Parkinson's disease. As we begin to understand the impact of these genomic features in each disease, we also appreciate that many aging individuals accumulate each of these pathologies without fulfilling criteria for syndromic diagnoses, that other pathologies are common in individuals with a given diagnosis, and that there may be shared protective factors against central nervous system injury. Thus, we now need to bring these disparate observations together into a person-centered approach that considers all neurodegenerative and protective processes simultaneously to modulate the trajectory of cognitive and functional decline that comes with brain aging.",2018-10,1310-1317,Nat Neurosci,PubMed,PMID: 30258235,http://www.ncbi.nlm.nih.gov/pubmed/30258235,Genomics; Humans; Genetic Predisposition to Disease; Neurodegenerative Diseases,
MAP,P3FILCM5,journalArticle,2018,"Vojinovic, Dina; Adams, Hieab H.; Jian, Xueqiu; Yang, Qiong; Smith, Albert Vernon; Bis, Joshua C.; Teumer, Alexander; Scholz, Markus; Armstrong, Nicola J.; Hofer, Edith; Saba, Yasaman; Luciano, Michelle; Bernard, Manon; Trompet, Stella; Yang, Jingyun; Gillespie, Nathan A.; van der Lee, Sven J.; Neumann, Alexander; Ahmad, Shahzad; Andreassen, Ole A.; Ames, David; Amin, Najaf; Arfanakis, Konstantinos; Bastin, Mark E.; Becker, Diane M.; Beiser, Alexa S.; Beyer, Frauke; Brodaty, Henry; Bryan, R. Nick; Bülow, Robin; Dale, Anders M.; De Jager, Philip L.; Deary, Ian J.; DeCarli, Charles; Fleischman, Debra A.; Gottesman, Rebecca F.; van der Grond, Jeroen; Gudnason, Vilmundur; Harris, Tamara B.; Homuth, Georg; Knopman, David S.; Kwok, John B.; Lewis, Cora E.; Li, Shuo; Loeffler, Markus; Lopez, Oscar L.; Maillard, Pauline; El Marroun, Hanan; Mather, Karen A.; Mosley, Thomas H.; Muetzel, Ryan L.; Nauck, Matthias; Nyquist, Paul A.; Panizzon, Matthew S.; Pausova, Zdenka; Psaty, Bruce M.; Rice, Ken; Rotter, Jerome I.; Royle, Natalie; Satizabal, Claudia L.; Schmidt, Reinhold; Schofield, Peter R.; Schreiner, Pamela J.; Sidney, Stephen; Stott, David J.; Thalamuthu, Anbupalam; Uitterlinden, Andre G.; Valdés Hernández, Maria C.; Vernooij, Meike W.; Wen, Wei; White, Tonya; Witte, A. Veronica; Wittfeld, Katharina; Wright, Margaret J.; Yanek, Lisa R.; Tiemeier, Henning; Kremen, William S.; Bennett, David A.; Jukema, J. Wouter; Paus, Tomas; Wardlaw, Joanna M.; Schmidt, Helena; Sachdev, Perminder S.; Villringer, Arno; Grabe, Hans Jörgen; Longstreth, W. T.; van Duijn, Cornelia M.; Launer, Lenore J.; Seshadri, Sudha; Ikram, M. Arfan; Fornage, Myriam","Genome-wide association study of 23,500 individuals identifies 7 loci associated with brain ventricular volume",Nature Communications,2041-1723,10.1038/s41467-018-06234-w,"The volume of the lateral ventricles (LV) increases with age and their abnormal enlargement is a key feature of several neurological and psychiatric diseases. Although lateral ventricular volume is heritable, a comprehensive investigation of its genetic determinants is lacking. In this meta-analysis of genome-wide association studies of 23,533 healthy middle-aged to elderly individuals from 26 population-based cohorts, we identify 7 genetic loci associated with LV volume. These loci map to chromosomes 3q28, 7p22.3, 10p12.31, 11q23.1, 12q23.3, 16q24.2, and 22q13.1 and implicate pathways related to tau pathology, S1P signaling, and cytoskeleton organization. We also report a significant genetic overlap between the thalamus and LV volumes (ρgenetic = -0.59, p-value = 3.14 × 10-6), suggesting that these brain structures may share a common biology. These genetic associations of LV volume provide insights into brain morphology.",26/09/2018,3945,Nat Commun,PubMed,PMID: 30258056 PMCID: PMC6158214,http://www.ncbi.nlm.nih.gov/pubmed/30258056,"Aged; Genome, Human; Humans; Middle Aged; Genome-Wide Association Study; Organ Size; Lateral Ventricles",
MAP,GRSYYIG3,journalArticle,2019,"Agarwal, Puja; Wang, Yamin; Buchman, Aron S.; Bennett, David A.; Morris, Martha C.",Dietary Patterns and Self-reported Incident Disability in Older Adults,"The Journals of Gerontology. Series A, Biological Sciences and Medical Sciences",1758-535X,10.1093/gerona/gly211,"BACKGROUND OR OBJECTIVES: Disability in older adults is associated with low quality of life and higher mortality. Diet may be a potentially important public health strategy for disability prevention in aging. We examined the relations of the Mediterranean, Dietary Approaches to Stop Hypertension (DASH), and Mediterranean-DASH Intervention for Neurodegenerative Delay (MIND) diets to functional disability in the Rush Memory and Aging Project. METHODS: A total of 809 participants (mean age = 80.7 ± 7.2 years, 74% female) without functional disability at baseline were followed for an average of 5.3 years. Standardized measures for self-reported disability including, activities of daily living ADL), instrumental ADL, and mobility disability were assessed annually. The diet scores were computed based on a validated food frequency questionnaire administered at baseline. RESULTS: In Cox proportional hazards models adjusted for age, sex, education, smoking, physical activity, and total calories, the second (hazard ratio = 0.75, 95% CI: 0.60-0.95) and third tertiles (hazard ratio = 0.67, 95% CI: 0.53-0.86) of MIND diet scores had lower rates of ADL disability compared to the lowest tertile (p for trend = .001), whereas only the third tertiles of the Mediterranean (hazard ratio = 0.73, 95% CI: 0.57-0.94) and DASH (hazard ratio = 0.75, 95% CI: 0.59-0.95) diets were significantly associated with ADL disability. Instrumental ADL disability was inversely and linearly associated with the MIND diet score only (p for trend = .04). Mobility disability was associated with the MIND (p for trend = .02), Mediterranean (p for trend = .05) and DASH (p for trend = .02) diet scores. CONCLUSION: These findings are encouraging that diet may be an effective strategy for the prevention of functional disability in older adults.",12/07/2019,1331-1337,J Gerontol A Biol Sci Med Sci,PubMed,PMID: 30247552 PMCID: PMC6625581,http://www.ncbi.nlm.nih.gov/pubmed/30247552,"Aged; Aged, 80 and over; Female; Humans; Male; Middle Aged; Epidemiology; Activities of Daily Living; Incidence; Functional performance; Self Report; Longitudinal; Geriatric Assessment; Disability; Disabled Persons; Diet; Diet, Mediterranean; Dietary Approaches To Stop Hypertension; Nutrition",
MAP,A58DCVM9,journalArticle,2018,"Yang, Hyun-Sik; Yu, Lei; White, Charles C.; Chibnik, Lori B.; Chhatwal, Jasmeer P.; Sperling, Reisa A.; Bennett, David A.; Schneider, Julie A.; De Jager, Philip L.",Evaluation of TDP-43 proteinopathy and hippocampal sclerosis in relation to APOE ε4 haplotype status: a community-based cohort study,The Lancet. Neurology,1474-4465,10.1016/S1474-4422(18)30251-5,"BACKGROUND: Transactive response DNA-binding protein of 43 kDa (TDP-43) proteinopathy in older adults frequently coexists with Alzheimer's disease pathology and hippocampal sclerosis. It is unclear whether there is a link between APOE ε4 and TDP-43 proteinopathy, and the role of APOE ε4 in the association of TDP-43 proteinopathy with hippocampal sclerosis remains to be examined. We investigated the relationships of TDP-43 proteinopathy and hippocampal sclerosis with APOE ε4. METHODS: We used data from two community-based cohort studies of ageing and dementia: the Religious Orders Study (ROS) and the Rush Memory and Aging Project (MAP). A battery of cognitive tests examining multiple cognitive domains is given to ROS-MAP participants each year, and a measure of annual global cognitive function for each participant is derived by averaging Z scores of these tests. The final clinical diagnosis is assigned after death by a neurologist using all available clinical data without access to post-mortem pathology. Amyloid-β, paired helical filament tau, Lewy bodies, TDP-43, and hippocampal sclerosis were microscopically evaluated in the midbrain, medial temporal, and neocortical regions that capture the progression of each neuropathology. TDP-43 proteinopathy topographic stage was recorded as an ordinal variable, and TDP-43 burden was defined by averaging a semi-quantitative six-point scale across six brain regions. The relationships among APOE ε4, TDP-43 proteinopathy, and hippocampal sclerosis were tested with regression models controlled for sex and age at death, and they were further explored with a mediation analysis using the quasi-Bayesian Monte Carlo method. FINDINGS: ROS began data collection in 1994, and MAP began data collection in 1997. The data included in this study were analysed from Jan 16, 2017, to July 12, 2017. When analysis began in January, 2017, a total of 1059 ROS-MAP participants who were deceased had APOE genotype and complete pathological measures for amyloid-β, paired helical filament tau, and TDP-43 proteinopathy stage. After excluding 15 participants with other pathological diagnoses, 1044 participants, 1042 of whom also had measures of Lewy body pathology, were included in this study (470 from ROS and 574 from MAP). APOE ε4 count was associated with higher TDP-43 proteinopathy stage (odds ratio [OR] 2·0, 95% CI 1·6-2·6; p=1·9 × 10-9) and TDP-43 burden (0·40, 0·28-0·52; p=1·2 × 10-10). Amyloid-β, paired helical filament tau, or Lewy body pathology did not fully explain this association. APOE ε4 increased the odds of hippocampal sclerosis (OR 2·1, 95% CI 1·4-3·0; p=1·7 × 10-4); this effect was largely mediated by TDP-43 burden (mediated effect p<1·0 × 10-4) but not directly by APOE ε4 (direct effect p=0·40). APOE ε4 was associated with worse global cognition proximate to death even after adjusting for amyloid-β and paired helical filament tau (estimated effect -0·18, 95% CI -0·31 to -0·04; p=0·010), but this association was attenuated by additionally adjusting for TDP-43 burden (-0·09, -0·22 to 0·04; p=0·18). INTERPRETATION: APOE ε4 seems to increase TDP-43 burden, and this effect in turn was associated with higher odds of hippocampal sclerosis, a pathology potentially downstream of TDP-43 proteinopathy. TDP-43 proteinopathy contributes to the detrimental effect of APOE ε4 on late-life cognition through mechanisms independent of Alzheimer's disease pathology, and future research should consider that TDP-43 proteinopathy might be an integral component of APOE-related neurodegeneration. FUNDING: US National Institute on Aging and Alzheimer's Association.",2018-09,773-781,Lancet Neurol,PubMed,PMID: 30093249 PMCID: PMC6154505,http://www.ncbi.nlm.nih.gov/pubmed/30093249,"Aged; Aged, 80 and over; Cohort Studies; Female; Haplotypes; Humans; Male; Apolipoprotein E4; Hippocampus; TDP-43 Proteinopathies; Reactive Oxygen Species; Logistic Models; Sclerosis; Lewy Bodies; Residence Characteristics; Mitogen-Activated Protein Kinase Kinases",
